Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.08.27 17:00:00,1.11416284199E-06
2024.08.27 18:00:00,1.11782480872E-06
2024.08.27 19:00:00,1.12534689833E-06
2024.08.27 20:00:00,1.12763859761E-06
2024.08.27 21:00:00,1.1305986618E-06
2024.08.27 22:00:00,1.13545729619E-06
2024.08.27 23:00:00,1.14275121632E-06
2024.08.28 00:00:00,1.15371631182E-06
2024.08.28 01:00:00,1.16670548778E-06
2024.08.28 02:00:00,1.18063303489E-06
2024.08.28 03:00:00,1.19488640848E-06
2024.08.28 04:00:00,1.2086101151E-06
2024.08.28 05:00:00,1.22156984617E-06
2024.08.28 06:00:00,1.23316419831E-06
2024.08.28 07:00:00,1.24489235986E-06
2024.08.28 08:00:00,1.25712176668E-06
2024.08.28 09:00:00,1.27028044972E-06
2024.08.28 10:00:00,1.28572230551E-06
2024.08.28 11:00:00,1.30620026084E-06
2024.08.28 12:00:00,1.34674053243E-06
2024.08.28 13:00:00,1.42168835282E-06
2024.08.28 14:00:00,1.48913716203E-06
2024.08.28 15:00:00,1.54369831762E-06
2024.08.28 16:00:00,1.56770192916E-06
2024.08.28 17:00:00,1.57155943725E-06
2024.08.28 18:00:00,1.57058457262E-06
2024.08.28 19:00:00,1.56093938131E-06
2024.08.28 20:00:00,1.55663781243E-06
2024.08.28 21:00:00,1.55524048751E-06
2024.08.28 22:00:00,1.55675820679E-06
2024.08.28 23:00:00,1.56496912496E-06
2024.08.29 00:00:00,1.5755978211E-06
2024.08.29 01:00:00,1.58306545472E-06
2024.08.29 02:00:00,1.59066632932E-06
2024.08.29 03:00:00,1.60186721132E-06
2024.08.29 04:00:00,1.61052378189E-06
2024.08.29 05:00:00,1.61547995958E-06
2024.08.29 06:00:00,1.62067181009E-06
2024.08.29 07:00:00,1.62860237651E-06
2024.08.29 08:00:00,1.63579466061E-06
2024.08.29 09:00:00,1.64308437434E-06
2024.08.29 10:00:00,1.65378185102E-06
2024.08.29 11:00:00,1.66336906204E-06
2024.08.29 12:00:00,1.67181337929E-06
2024.08.29 13:00:00,1.67794814843E-06
2024.08.29 14:00:00,1.68298277003E-06
2024.08.29 15:00:00,1.68852466231E-06
2024.08.29 16:00:00,1.69472934886E-06
2024.08.29 17:00:00,1.70101668573E-06
2024.08.29 18:00:00,1.70642374542E-06
2024.08.29 19:00:00,1.71100384705E-06
2024.08.29 20:00:00,1.71597366716E-06
2024.08.29 21:00:00,1.72230738826E-06
2024.08.29 22:00:00,1.72729914993E-06
2024.08.29 23:00:00,1.73144439941E-06
2024.08.30 00:00:00,1.73422972694E-06
2024.08.30 01:00:00,1.73563557837E-06
2024.08.30 02:00:00,1.73769058165E-06
2024.08.30 03:00:00,1.7400930119E-06
2024.08.30 04:00:00,1.74324043201E-06
2024.08.30 05:00:00,1.74733690983E-06
2024.08.30 06:00:00,1.75164416305E-06
