Time [yyyy.MM.dd HH:mm:ss],OXY [g/m3]
2024.08.16 19:00:00,9.93619918823
2024.08.16 20:00:00,9.93559837341
2024.08.16 21:00:00,9.93569469452
2024.08.16 22:00:00,9.93630599976
2024.08.16 23:00:00,9.93528079987
2024.08.17 00:00:00,9.94028091431
2024.08.17 01:00:00,9.93749427795
2024.08.17 02:00:00,9.93805217743
2024.08.17 03:00:00,9.93969726563
2024.08.17 04:00:00,9.94059371948
2024.08.17 05:00:00,9.93978500366
2024.08.17 06:00:00,9.94106388092
2024.08.17 07:00:00,9.94529247284
2024.08.17 08:00:00,9.94823169708
2024.08.17 09:00:00,9.94588947296
2024.08.17 10:00:00,9.95314407349
2024.08.17 11:00:00,9.94929218292
2024.08.17 12:00:00,9.94641304016
2024.08.17 13:00:00,9.94437026978
2024.08.17 14:00:00,9.94287776947
2024.08.17 15:00:00,9.94245433807
2024.08.17 16:00:00,9.9432220459
2024.08.17 17:00:00,9.94431781769
2024.08.17 18:00:00,9.94247341156
2024.08.17 19:00:00,9.94171333313
2024.08.17 20:00:00,9.94189071655
2024.08.17 21:00:00,9.93956756592
2024.08.17 22:00:00,9.94431686401
2024.08.17 23:00:00,9.94379234314
2024.08.18 00:00:00,9.94368839264
2024.08.18 01:00:00,9.94230079651
2024.08.18 02:00:00,9.94181537628
2024.08.18 03:00:00,9.94205093384
2024.08.18 04:00:00,9.94238090515
2024.08.18 05:00:00,9.94047641754
2024.08.18 06:00:00,9.93932533264
2024.08.18 07:00:00,9.92633628845
2024.08.18 08:00:00,9.93596076965
2024.08.18 09:00:00,9.93906974792
2024.08.18 10:00:00,9.92841434479
2024.08.18 11:00:00,9.9388628006
2024.08.18 12:00:00,9.94055080414
2024.08.18 13:00:00,9.93918895721
2024.08.18 14:00:00,9.94157981873
2024.08.18 15:00:00,9.93786048889
2024.08.18 16:00:00,9.93665409088
2024.08.18 17:00:00,9.93627643585
2024.08.18 18:00:00,9.93413352966
2024.08.18 19:00:00,9.92382240295
2024.08.18 20:00:00,9.93430995941
2024.08.18 21:00:00,9.93283081055
2024.08.18 22:00:00,9.93134117126
2024.08.18 23:00:00,9.91702365875
2024.08.19 00:00:00,9.92983341217
2024.08.19 01:00:00,9.89275169373
2024.08.19 02:00:00,9.83503055573
2024.08.19 03:00:00,9.89558887482
2024.08.19 04:00:00,9.90564632416
2024.08.19 05:00:00,9.91801643372
2024.08.19 06:00:00,9.89666366577
2024.08.19 07:00:00,9.91140270233
2024.08.19 08:00:00,9.91811084747
2024.08.19 09:00:00,9.92014884949
2024.08.19 10:00:00,9.91607189178
2024.08.19 11:00:00,9.90784263611
2024.08.19 12:00:00,9.90556526184
2024.08.19 13:00:00,9.91604232788
2024.08.19 14:00:00,9.89459323883
2024.08.19 15:00:00,9.91160392761
2024.08.19 16:00:00,9.9112071991
2024.08.19 17:00:00,9.91842937469
2024.08.19 18:00:00,9.920794487
2024.08.19 19:00:00,9.91672420502
2024.08.19 20:00:00,9.92396640778
2024.08.19 21:00:00,9.91690731049
2024.08.19 22:00:00,9.9220790863
2024.08.19 23:00:00,9.92597293854
2024.08.20 00:00:00,9.92883014679
2024.08.20 01:00:00,9.92483234406
2024.08.20 02:00:00,9.93280506134
2024.08.20 03:00:00,9.92115116119
2024.08.20 04:00:00,9.90114021301
2024.08.20 05:00:00,9.90311145782
2024.08.20 06:00:00,9.9221830368
2024.08.20 07:00:00,9.92767715454
2024.08.20 08:00:00,9.93067646027
2024.08.20 09:00:00,9.9259185791
2024.08.20 10:00:00,9.92096805573
2024.08.20 11:00:00,9.91333198547
2024.08.20 12:00:00,9.91855049133
2024.08.20 13:00:00,9.92098808289
2024.08.20 14:00:00,9.91704273224
2024.08.20 15:00:00,9.92273044586
2024.08.20 16:00:00,9.91667938232
2024.08.20 17:00:00,9.92660331726
2024.08.20 18:00:00,9.9231710434
2024.08.20 19:00:00,9.92678356171
2024.08.20 20:00:00,9.92940330505
2024.08.20 21:00:00,9.92646884918
2024.08.20 22:00:00,9.86723041534
2024.08.20 23:00:00,9.91100311279
2024.08.21 00:00:00,9.92195129395
2024.08.21 01:00:00,9.90976428986
2024.08.21 02:00:00,9.92110729218
2024.08.21 03:00:00,9.92831134796
2024.08.21 04:00:00,9.9283208847
2024.08.21 05:00:00,9.93216609955
2024.08.21 06:00:00,9.93141746521
2024.08.21 07:00:00,9.93545150757
