Time [yyyy.MM.dd HH:mm:ss],OXY [g/m3]
2024.10.01 16:00:00,10.2906398773
2024.10.01 17:00:00,10.2884702682
2024.10.01 18:00:00,10.2817029953
2024.10.01 19:00:00,10.2818431854
2024.10.01 20:00:00,10.2815170288
2024.10.01 21:00:00,10.2811717987
2024.10.01 22:00:00,10.2784767151
2024.10.01 23:00:00,10.2783613205
2024.10.02 00:00:00,10.2800712585
2024.10.02 01:00:00,10.2821598053
2024.10.02 02:00:00,10.2813062668
2024.10.02 03:00:00,10.2811746597
2024.10.02 04:00:00,10.2811908722
2024.10.02 05:00:00,10.2819490433
2024.10.02 06:00:00,10.2815313339
2024.10.02 07:00:00,10.2816953659
2024.10.02 08:00:00,10.2833118439
2024.10.02 09:00:00,10.2907476425
2024.10.02 10:00:00,10.2994241714
2024.10.02 11:00:00,10.301320076
2024.10.02 12:00:00,10.306022644
2024.10.02 13:00:00,10.311249733
2024.10.02 14:00:00,10.3147668839
2024.10.02 15:00:00,10.3134641647
2024.10.02 16:00:00,10.3113946915
2024.10.02 17:00:00,10.3086671829
2024.10.02 18:00:00,10.3049106598
2024.10.02 19:00:00,10.3019361496
2024.10.02 20:00:00,10.2992649078
2024.10.02 21:00:00,10.2971553802
2024.10.02 22:00:00,10.2953166962
2024.10.02 23:00:00,10.2944154739
2024.10.03 00:00:00,10.2935314178
2024.10.03 01:00:00,10.2925243378
2024.10.03 02:00:00,10.2914638519
2024.10.03 03:00:00,10.2890911102
2024.10.03 04:00:00,10.2879619598
2024.10.03 05:00:00,10.2873382568
2024.10.03 06:00:00,10.2863273621
2024.10.03 07:00:00,10.2857618332
2024.10.03 08:00:00,10.2848949432
2024.10.03 09:00:00,10.28495121
2024.10.03 10:00:00,10.285279274
2024.10.03 11:00:00,10.2861604691
2024.10.03 12:00:00,10.2882137299
2024.10.03 13:00:00,10.2925634384
2024.10.03 14:00:00,10.2965373993
2024.10.03 15:00:00,10.2983837128
2024.10.03 16:00:00,10.3049917221
2024.10.03 17:00:00,10.3088970184
2024.10.03 18:00:00,10.3072738647
2024.10.03 19:00:00,10.3044843674
2024.10.03 20:00:00,10.3023071289
2024.10.03 21:00:00,10.2991580963
2024.10.03 22:00:00,10.2977790833
2024.10.03 23:00:00,10.2957963943
2024.10.04 00:00:00,10.2968921661
2024.10.04 01:00:00,10.2975215912
2024.10.04 02:00:00,10.3007831573
2024.10.04 03:00:00,10.301817894
2024.10.04 04:00:00,10.3014240265
2024.10.04 05:00:00,10.3007249832
2024.10.04 06:00:00,10.2986812592
2024.10.04 07:00:00,10.3007164001
2024.10.04 08:00:00,10.3013505936
2024.10.04 09:00:00,10.3009061813
2024.10.04 10:00:00,10.3065891266
2024.10.04 11:00:00,10.3099441528
2024.10.04 12:00:00,10.3140163422
2024.10.04 13:00:00,10.3166837692
2024.10.04 14:00:00,10.3194522858
2024.10.04 15:00:00,10.3194227219
2024.10.04 16:00:00,10.3195056915
2024.10.04 17:00:00,10.3174734116
2024.10.04 18:00:00,10.3155384064
2024.10.04 19:00:00,10.3159914017
2024.10.04 20:00:00,10.3157835007
2024.10.04 21:00:00,10.3168401718
2024.10.04 22:00:00,10.3163719177
2024.10.04 23:00:00,10.3161048889
2024.10.05 00:00:00,10.3174247742
2024.10.05 01:00:00,10.3164834976
2024.10.05 02:00:00,10.3180980682
2024.10.05 03:00:00,10.3173999786
2024.10.05 04:00:00,10.3186445236
2024.10.05 05:00:00,10.3191995621
