Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.12 12:00:00,3.79499397241E-06
2024.09.12 13:00:00,3.78811591872E-06
2024.09.12 14:00:00,3.77256196771E-06
2024.09.12 15:00:00,3.75422996512E-06
2024.09.12 16:00:00,3.74062597075E-06
2024.09.12 17:00:00,3.73756461158E-06
2024.09.12 18:00:00,3.74337537323E-06
2024.09.12 19:00:00,3.7553547827E-06
2024.09.12 20:00:00,3.77066862711E-06
2024.09.12 21:00:00,3.78630284104E-06
2024.09.12 22:00:00,3.80484925699E-06
2024.09.12 23:00:00,3.83259566661E-06
2024.09.13 00:00:00,3.86505553251E-06
2024.09.13 01:00:00,3.89562092096E-06
2024.09.13 02:00:00,3.92220181311E-06
2024.09.13 03:00:00,3.9458923311E-06
2024.09.13 04:00:00,3.96832820115E-06
2024.09.13 05:00:00,3.98955671699E-06
2024.09.13 06:00:00,4.0090553739E-06
2024.09.13 07:00:00,4.0251570681E-06
2024.09.13 08:00:00,4.03631884183E-06
2024.09.13 09:00:00,4.0395243559E-06
2024.09.13 10:00:00,4.03285775974E-06
2024.09.13 11:00:00,4.03939839089E-06
2024.09.13 12:00:00,4.07779771194E-06
2024.09.13 13:00:00,4.15222530137E-06
2024.09.13 14:00:00,4.25722600994E-06
2024.09.13 15:00:00,4.37366679762E-06
2024.09.13 16:00:00,4.47087404609E-06
2024.09.13 17:00:00,4.51239748145E-06
2024.09.13 18:00:00,4.51030155091E-06
2024.09.13 19:00:00,4.48266382591E-06
2024.09.13 20:00:00,4.43461749455E-06
2024.09.13 21:00:00,4.38600818597E-06
2024.09.13 22:00:00,4.3444701987E-06
2024.09.13 23:00:00,4.31849093729E-06
2024.09.14 00:00:00,4.3120689952E-06
2024.09.14 01:00:00,4.32146589446E-06
2024.09.14 02:00:00,4.339440693E-06
2024.09.14 03:00:00,4.35999118054E-06
2024.09.14 04:00:00,4.37634889749E-06
2024.09.14 05:00:00,4.38131519331E-06
2024.09.14 06:00:00,4.36866184828E-06
2024.09.14 07:00:00,4.33569175584E-06
2024.09.14 08:00:00,4.28701196142E-06
2024.09.14 09:00:00,4.23936671723E-06
2024.09.14 10:00:00,4.20072456109E-06
2024.09.14 11:00:00,4.18118088419E-06
2024.09.14 12:00:00,4.18696981797E-06
2024.09.14 13:00:00,4.2178712647E-06
2024.09.14 14:00:00,4.27452278018E-06
2024.09.14 15:00:00,4.35470929006E-06
2024.09.14 16:00:00,4.43693670604E-06
2024.09.14 17:00:00,4.48928039987E-06
2024.09.14 18:00:00,4.5012902774E-06
2024.09.14 19:00:00,4.47270213044E-06
2024.09.14 20:00:00,4.41532620243E-06
2024.09.14 21:00:00,4.34631829194E-06
2024.09.14 22:00:00,4.28358998761E-06
2024.09.14 23:00:00,4.24006793764E-06
