Time [yyyy.MM.dd HH:mm:ss],dTR1 [g/m3]
2024.09.14 19:00:00,8.76936064742E-06
2024.09.14 20:00:00,8.73677709023E-06
2024.09.14 21:00:00,8.69827454153E-06
2024.09.14 22:00:00,8.66273785505E-06
2024.09.14 23:00:00,8.63663080963E-06
2024.09.15 00:00:00,8.62087472342E-06
2024.09.15 01:00:00,8.61396256369E-06
2024.09.15 02:00:00,8.6131713033E-06
2024.09.15 03:00:00,8.61546868691E-06
2024.09.15 04:00:00,8.61659555085E-06
2024.09.15 05:00:00,8.61289208842E-06
2024.09.15 06:00:00,8.60211002873E-06
2024.09.15 07:00:00,8.57915711094E-06
2024.09.15 08:00:00,8.54199788591E-06
2024.09.15 09:00:00,8.49784737511E-06
2024.09.15 10:00:00,8.45705108077E-06
2024.09.15 11:00:00,8.43090947455E-06
2024.09.15 12:00:00,8.43155066832E-06
2024.09.15 13:00:00,8.46262173582E-06
2024.09.15 14:00:00,8.51483400766E-06
2024.09.15 15:00:00,8.57422492118E-06
2024.09.15 16:00:00,8.62240449351E-06
2024.09.15 17:00:00,8.64281173563E-06
2024.09.15 18:00:00,8.63760851644E-06
2024.09.15 19:00:00,8.61594799062E-06
2024.09.15 20:00:00,8.58649582369E-06
2024.09.15 21:00:00,8.56356746226E-06
2024.09.15 22:00:00,8.55332837091E-06
2024.09.15 23:00:00,8.55741109262E-06
2024.09.16 00:00:00,8.56895621837E-06
2024.09.16 01:00:00,8.58461226017E-06
2024.09.16 02:00:00,8.60225009092E-06
2024.09.16 03:00:00,8.61650369188E-06
2024.09.16 04:00:00,8.62048545969E-06
2024.09.16 05:00:00,8.6123463916E-06
2024.09.16 06:00:00,8.59399096953E-06
2024.09.16 07:00:00,8.57049690239E-06
2024.09.16 08:00:00,8.54833069752E-06
2024.09.16 09:00:00,8.53332130646E-06
2024.09.16 10:00:00,8.52525590744E-06
2024.09.16 11:00:00,8.52224547998E-06
2024.09.16 12:00:00,8.52233642945E-06
2024.09.16 13:00:00,8.52494395076E-06
2024.09.16 14:00:00,8.5296742327E-06
2024.09.16 15:00:00,8.53506389831E-06
2024.09.16 16:00:00,8.53923120303E-06
2024.09.16 17:00:00,8.54021254781E-06
2024.09.16 18:00:00,8.53742585605E-06
2024.09.16 19:00:00,8.53106394061E-06
2024.09.16 20:00:00,8.5208175733E-06
2024.09.16 21:00:00,8.51040476846E-06
2024.09.16 22:00:00,8.50049127621E-06
2024.09.16 23:00:00,8.49265143188E-06
2024.09.17 00:00:00,8.48830768518E-06
2024.09.17 01:00:00,8.48626768857E-06
2024.09.17 02:00:00,8.48381569085E-06
2024.09.17 03:00:00,8.47987212182E-06
2024.09.17 04:00:00,8.47479623189E-06
2024.09.17 05:00:00,8.46888633532E-06
2024.09.17 06:00:00,8.46301009005E-06
2024.09.17 07:00:00,8.45801332616E-06
2024.09.17 08:00:00,8.45378872327E-06
2024.09.17 09:00:00,8.44977330416E-06
2024.09.17 10:00:00,8.44401893119E-06
2024.09.17 11:00:00,8.43718771648E-06
2024.09.17 12:00:00,8.42686495162E-06
2024.09.17 13:00:00,8.41400742502E-06
2024.09.17 14:00:00,8.40203483676E-06
2024.09.17 15:00:00,8.39280528453E-06
2024.09.17 16:00:00,8.38942651171E-06
2024.09.17 17:00:00,8.3929990069E-06
2024.09.17 18:00:00,8.40016218717E-06
2024.09.17 19:00:00,8.40729353513E-06
2024.09.17 20:00:00,8.41157907416E-06
2024.09.17 21:00:00,8.41113433125E-06
2024.09.17 22:00:00,8.40485608933E-06
2024.09.17 23:00:00,8.39302992972E-06
2024.09.18 00:00:00,8.37714924273E-06
2024.09.18 01:00:00,8.36086564959E-06
2024.09.18 02:00:00,8.34690581542E-06
2024.09.18 03:00:00,8.3372615336E-06
2024.09.18 04:00:00,8.33272406453E-06
2024.09.18 05:00:00,8.33246031107E-06
2024.09.18 06:00:00,8.33349076856E-06
2024.09.18 07:00:00,8.3329869085E-06
2024.09.18 08:00:00,8.32880141388E-06
2024.09.18 09:00:00,8.32021123642E-06
2024.09.18 10:00:00,8.30808494356E-06
2024.09.18 11:00:00,8.29383952805E-06
2024.09.18 12:00:00,8.27964868222E-06
2024.09.18 13:00:00,8.26639097795E-06
2024.09.18 14:00:00,8.25545976113E-06
2024.09.18 15:00:00,8.24705693958E-06
2024.09.18 16:00:00,8.24088056106E-06
2024.09.18 17:00:00,8.23778555059E-06
2024.09.18 18:00:00,8.23762638902E-06
2024.09.18 19:00:00,8.23928075988E-06
2024.09.18 20:00:00,8.24127437227E-06
2024.09.18 21:00:00,8.24178732728E-06
2024.09.18 22:00:00,8.23830305308E-06
2024.09.18 23:00:00,8.23146274342E-06
2024.09.19 00:00:00,8.22887977847E-06
2024.09.19 01:00:00,8.23497430247E-06
2024.09.19 02:00:00,8.24100970931E-06
2024.09.19 03:00:00,8.24397648103E-06
2024.09.19 04:00:00,8.24537437438E-06
2024.09.19 05:00:00,8.24658673082E-06
2024.09.19 06:00:00,8.24699236546E-06
2024.09.19 07:00:00,8.24447397463E-06
2024.09.19 08:00:00,8.23855043564E-06
2024.09.19 09:00:00,8.2129108705E-06
2024.09.19 10:00:00,8.17667660158E-06
2024.09.19 11:00:00,8.13603674032E-06
2024.09.19 12:00:00,8.1088492152E-06
2024.09.19 13:00:00,8.10480469227E-06
2024.09.19 14:00:00,8.10704204923E-06
2024.09.19 15:00:00,8.10936035123E-06
2024.09.19 16:00:00,8.11912741483E-06
2024.09.19 17:00:00,8.12986672827E-06
2024.09.19 18:00:00,8.13736551208E-06
2024.09.19 19:00:00,8.13615861261E-06
2024.09.19 20:00:00,8.123218322E-06
2024.09.19 21:00:00,8.10005803942E-06
2024.09.19 22:00:00,8.07254491519E-06
2024.09.19 23:00:00,8.05045419838E-06
2024.09.20 00:00:00,8.04197406978E-06
2024.09.20 01:00:00,8.04594310466E-06
2024.09.20 02:00:00,8.05601212051E-06
2024.09.20 03:00:00,8.06752723292E-06
2024.09.20 04:00:00,8.07783362688E-06
2024.09.20 05:00:00,8.08483946457E-06
2024.09.20 06:00:00,8.08738332125E-06
2024.09.20 07:00:00,8.08893582871E-06
2024.09.20 08:00:00,8.09077573649E-06
2024.09.20 09:00:00,8.09396442492E-06
2024.09.20 10:00:00,8.09750872577E-06
2024.09.20 11:00:00,8.09880475572E-06
2024.09.20 12:00:00,8.09214452602E-06
2024.09.20 13:00:00,8.08428285382E-06
2024.09.20 14:00:00,8.0763211372E-06
2024.09.20 15:00:00,8.06880689197E-06
2024.09.20 16:00:00,8.06103798823E-06
2024.09.20 17:00:00,8.05447052699E-06
2024.09.20 18:00:00,8.05218405731E-06
2024.09.20 19:00:00,8.06552907306E-06
2024.09.20 20:00:00,8.09988250694E-06
2024.09.20 21:00:00,8.14146824268E-06
2024.09.20 22:00:00,8.18176886241E-06
2024.09.20 23:00:00,8.21523644845E-06
2024.09.21 00:00:00,8.23437221698E-06
2024.09.21 01:00:00,8.26115046948E-06
2024.09.21 02:00:00,8.29068449093E-06
2024.09.21 03:00:00,8.32299338072E-06
2024.09.21 04:00:00,8.36176059238E-06
2024.09.21 05:00:00,8.40138727654E-06
2024.09.21 06:00:00,8.43779434945E-06
2024.09.21 07:00:00,8.46763487061E-06
2024.09.21 08:00:00,8.48876607051E-06
2024.09.21 09:00:00,8.50892229209E-06
2024.09.21 10:00:00,8.53289566294E-06
2024.09.21 11:00:00,8.55796679389E-06
2024.09.21 12:00:00,8.61269927555E-06
2024.09.21 13:00:00,8.67769631441E-06
2024.09.21 14:00:00,8.74785837368E-06
2024.09.21 15:00:00,8.8015503934E-06
2024.09.21 16:00:00,8.79703475221E-06
2024.09.21 17:00:00,8.72070449986E-06
2024.09.21 18:00:00,8.65642050485E-06
2024.09.21 19:00:00,8.60330965224E-06
2024.09.21 20:00:00,8.572709703E-06
2024.09.21 21:00:00,8.56426140672E-06
2024.09.21 22:00:00,8.55280177348E-06
2024.09.21 23:00:00,8.54566769704E-06
2024.09.22 00:00:00,8.53745405038E-06
2024.09.22 01:00:00,8.53306573845E-06
2024.09.22 02:00:00,8.52707944432E-06
2024.09.22 03:00:00,8.5166457211E-06
2024.09.22 04:00:00,8.5078563643E-06
2024.09.22 05:00:00,8.50001924846E-06
2024.09.22 06:00:00,8.48874242365E-06
2024.09.22 07:00:00,8.47947558213E-06
2024.09.22 08:00:00,8.48971376399E-06
2024.09.22 09:00:00,8.52249650052E-06
2024.09.22 10:00:00,8.55677808431E-06
2024.09.22 11:00:00,8.57388386066E-06
2024.09.22 12:00:00,8.56839233165E-06
2024.09.22 13:00:00,8.54932386574E-06
2024.09.22 14:00:00,8.52285756991E-06
2024.09.22 15:00:00,8.48932540976E-06
2024.09.22 16:00:00,8.45550403028E-06
2024.09.22 17:00:00,8.42411373014E-06
2024.09.22 18:00:00,8.39536278363E-06
2024.09.22 19:00:00,8.37527022668E-06
2024.09.22 20:00:00,8.35709488456E-06
2024.09.22 21:00:00,8.33380545373E-06
2024.09.22 22:00:00,8.3128506958E-06
2024.09.22 23:00:00,8.28746578918E-06
2024.09.23 00:00:00,8.26023097034E-06
2024.09.23 01:00:00,8.23209211376E-06
2024.09.23 02:00:00,8.20890454634E-06
2024.09.23 03:00:00,8.18552598503E-06
2024.09.23 04:00:00,8.16516330815E-06
2024.09.23 05:00:00,8.14709437691E-06
2024.09.23 06:00:00,8.13072711026E-06
2024.09.23 07:00:00,8.11484733276E-06
2024.09.23 08:00:00,8.09528046375E-06
2024.09.23 09:00:00,8.0802692537E-06
2024.09.23 10:00:00,8.06879688753E-06
2024.09.23 11:00:00,8.05535182735E-06
2024.09.23 12:00:00,8.04480805527E-06
2024.09.23 13:00:00,8.04331830295E-06
2024.09.23 14:00:00,8.05693252914E-06
2024.09.23 15:00:00,8.07667947811E-06
2024.09.23 16:00:00,8.10326491774E-06
2024.09.23 17:00:00,8.1367970779E-06
2024.09.23 18:00:00,8.1646057879E-06
2024.09.23 19:00:00,8.16824740468E-06
2024.09.23 20:00:00,8.15691055323E-06
2024.09.23 21:00:00,8.13036240288E-06
2024.09.23 22:00:00,8.08463664725E-06
2024.09.23 23:00:00,8.02760769147E-06
2024.09.24 00:00:00,7.98691507953E-06
2024.09.24 01:00:00,7.96774202172E-06
2024.09.24 02:00:00,7.95896539785E-06
2024.09.24 03:00:00,7.95313098934E-06
2024.09.24 04:00:00,7.94806692284E-06
2024.09.24 05:00:00,7.94325296738E-06
2024.09.24 06:00:00,7.93842355051E-06
2024.09.24 07:00:00,7.93376784713E-06
2024.09.24 08:00:00,7.92932951299E-06
2024.09.24 09:00:00,7.92665287008E-06
2024.09.24 10:00:00,7.92647460912E-06
2024.09.24 11:00:00,7.92628361523E-06
2024.09.24 12:00:00,7.9225983427E-06
2024.09.24 13:00:00,7.9207284216E-06
2024.09.24 14:00:00,7.91951788415E-06
2024.09.24 15:00:00,7.91955881141E-06
2024.09.24 16:00:00,7.92549235484E-06
2024.09.24 17:00:00,7.93102117314E-06
2024.09.24 18:00:00,7.93314211478E-06
2024.09.24 19:00:00,7.93637354946E-06
2024.09.24 20:00:00,7.9447436292E-06
2024.09.24 21:00:00,7.95710093371E-06
2024.09.24 22:00:00,7.96420681581E-06
2024.09.24 23:00:00,7.9644660218E-06
2024.09.25 00:00:00,7.96133463155E-06
2024.09.25 01:00:00,7.95638879936E-06
2024.09.25 02:00:00,7.95092455519E-06
2024.09.25 03:00:00,7.94564039097E-06
2024.09.25 04:00:00,7.9399360402E-06
2024.09.25 05:00:00,7.93291383161E-06
2024.09.25 06:00:00,7.92476475908E-06
2024.09.25 07:00:00,7.91418551671E-06
2024.09.25 08:00:00,7.90465765022E-06
2024.09.25 09:00:00,7.89370642451E-06
2024.09.25 10:00:00,7.88351462688E-06
