Time [yyyy.MM.dd HH:mm:ss],dTR1 [g/m3]
2024.08.16 04:00:00,3.13494048498E-08
2024.08.16 05:00:00,3.17506767544E-08
2024.08.16 06:00:00,3.21608766285E-08
2024.08.16 07:00:00,3.25773399368E-08
2024.08.16 08:00:00,3.29671188126E-08
2024.08.16 09:00:00,3.33276517495E-08
2024.08.16 10:00:00,3.36779919508E-08
2024.08.16 11:00:00,3.39998358356E-08
2024.08.16 12:00:00,3.4322926723E-08
2024.08.16 13:00:00,3.46507214033E-08
2024.08.16 14:00:00,3.50460815923E-08
2024.08.16 15:00:00,3.54884690523E-08
2024.08.16 16:00:00,3.59685969897E-08
2024.08.16 17:00:00,3.64695580402E-08
2024.08.16 18:00:00,3.70222608126E-08
2024.08.16 19:00:00,3.75611470815E-08
2024.08.16 20:00:00,3.81027760454E-08
2024.08.16 21:00:00,3.868344578E-08
2024.08.16 22:00:00,3.92790333592E-08
2024.08.16 23:00:00,3.98863697626E-08
2024.08.17 00:00:00,4.05086915123E-08
2024.08.17 01:00:00,4.1151771768E-08
2024.08.17 02:00:00,4.18286276727E-08
2024.08.17 03:00:00,4.25348112287E-08
2024.08.17 04:00:00,4.32669864381E-08
2024.08.17 05:00:00,4.4029505375E-08
2024.08.17 06:00:00,4.48279742216E-08
2024.08.17 07:00:00,4.56637501145E-08
2024.08.17 08:00:00,4.66431906432E-08
2024.08.17 09:00:00,4.75960604263E-08
2024.08.17 10:00:00,4.80704827055E-08
2024.08.17 11:00:00,4.87125966231E-08
2024.08.17 12:00:00,4.95028587011E-08
2024.08.17 13:00:00,5.04382526856E-08
2024.08.17 14:00:00,5.14725044809E-08
2024.08.17 15:00:00,5.23566150434E-08
2024.08.17 16:00:00,5.29166825913E-08
2024.08.17 17:00:00,5.35172333116E-08
2024.08.17 18:00:00,5.42152704952E-08
2024.08.17 19:00:00,5.50193881566E-08
2024.08.17 20:00:00,5.5941654864E-08
2024.08.17 21:00:00,5.6987214947E-08
2024.08.17 22:00:00,5.79710466297E-08
2024.08.17 23:00:00,5.89900537307E-08
2024.08.18 00:00:00,6.00514482585E-08
2024.08.18 01:00:00,6.11365393866E-08
2024.08.18 02:00:00,6.21748199592E-08
2024.08.18 03:00:00,6.33321235455E-08
2024.08.18 04:00:00,6.45393214427E-08
2024.08.18 05:00:00,6.59006573756E-08
2024.08.18 06:00:00,6.73933442386E-08
2024.08.18 07:00:00,6.89486725491E-08
2024.08.18 08:00:00,7.05698397496E-08
2024.08.18 09:00:00,7.20920922959E-08
2024.08.18 10:00:00,7.34062268748E-08
2024.08.18 11:00:00,7.48253015104E-08
2024.08.18 12:00:00,7.59704050779E-08
2024.08.18 13:00:00,7.70674546402E-08
2024.08.18 14:00:00,7.81110927051E-08
2024.08.18 15:00:00,7.9270634501E-08
2024.08.18 16:00:00,8.04583990544E-08
2024.08.18 17:00:00,8.18274017433E-08
2024.08.18 18:00:00,8.33655420251E-08
2024.08.18 19:00:00,8.5064193911E-08
2024.08.18 20:00:00,8.68703367018E-08
2024.08.18 21:00:00,8.86513049636E-08
2024.08.18 22:00:00,9.04791122025E-08
2024.08.18 23:00:00,9.22487188859E-08
2024.08.19 00:00:00,9.4163269182E-08
2024.08.19 01:00:00,9.58802743867E-08
2024.08.19 02:00:00,9.74637117679E-08
2024.08.19 03:00:00,9.94347502115E-08
2024.08.19 04:00:00,1.01266572017E-07
2024.08.19 05:00:00,1.03042253841E-07
2024.08.19 06:00:00,1.04694429126E-07
2024.08.19 07:00:00,1.06440239733E-07
2024.08.19 08:00:00,1.08120850939E-07
2024.08.19 09:00:00,1.09750907029E-07
2024.08.19 10:00:00,1.11454433238E-07
2024.08.19 11:00:00,1.12843203226E-07
2024.08.19 12:00:00,1.14090987324E-07
2024.08.19 13:00:00,1.16263663585E-07
2024.08.19 14:00:00,1.18672431881E-07
2024.08.19 15:00:00,1.24138409774E-07
2024.08.19 16:00:00,1.28618907524E-07
2024.08.19 17:00:00,1.31829168026E-07
2024.08.19 18:00:00,1.32473289227E-07
2024.08.19 19:00:00,1.32283616949E-07
2024.08.19 20:00:00,1.32666400532E-07
2024.08.19 21:00:00,1.33319602469E-07
2024.08.19 22:00:00,1.34166128873E-07
2024.08.19 23:00:00,1.35388333433E-07
2024.08.20 00:00:00,1.3675197863E-07
2024.08.20 01:00:00,1.38204867994E-07
2024.08.20 02:00:00,1.39783850273E-07
2024.08.20 03:00:00,1.4142732141E-07
2024.08.20 04:00:00,1.43071645198E-07
2024.08.20 05:00:00,1.44759624732E-07
2024.08.20 06:00:00,1.46524897104E-07
2024.08.20 07:00:00,1.48203454842E-07
2024.08.20 08:00:00,1.49920722947E-07
2024.08.20 09:00:00,1.51749958377E-07
2024.08.20 10:00:00,1.53642702116E-07
2024.08.20 11:00:00,1.55334817009E-07
2024.08.20 12:00:00,1.57030200398E-07
2024.08.20 13:00:00,1.59127409916E-07
2024.08.20 14:00:00,1.61057201353E-07
2024.08.20 15:00:00,1.62990247077E-07
2024.08.20 16:00:00,1.64665706848E-07
2024.08.20 17:00:00,1.66393760992E-07
2024.08.20 18:00:00,1.68036109471E-07
2024.08.20 19:00:00,1.69250128579E-07
2024.08.20 20:00:00,1.70426744717E-07
2024.08.20 21:00:00,1.7178534506E-07
2024.08.20 22:00:00,1.72764345052E-07
2024.08.20 23:00:00,1.7438172506E-07
2024.08.21 00:00:00,1.75928747126E-07
2024.08.21 01:00:00,1.77353172148E-07
2024.08.21 02:00:00,1.78994454814E-07
2024.08.21 03:00:00,1.80655746362E-07
2024.08.21 04:00:00,1.82298663276E-07
2024.08.21 05:00:00,1.8393060941E-07
2024.08.21 06:00:00,1.8553106429E-07
2024.08.21 07:00:00,1.87060351209E-07
2024.08.21 08:00:00,1.88385087085E-07
2024.08.21 09:00:00,1.89726137023E-07
2024.08.21 10:00:00,1.91081184653E-07
2024.08.21 11:00:00,1.92483170736E-07
2024.08.21 12:00:00,1.9435837828E-07
2024.08.21 13:00:00,1.96798239926E-07
2024.08.21 14:00:00,1.98523991912E-07
2024.08.21 15:00:00,2.00726105959E-07
2024.08.21 16:00:00,2.04570284268E-07
2024.08.21 17:00:00,2.07433345167E-07
2024.08.21 18:00:00,2.09220019087E-07
2024.08.21 19:00:00,2.10201307027E-07
2024.08.21 20:00:00,2.10873182027E-07
2024.08.21 21:00:00,2.11751114421E-07
2024.08.21 22:00:00,2.12789103671E-07
2024.08.21 23:00:00,2.14025135392E-07
2024.08.22 00:00:00,2.15433061612E-07
2024.08.22 01:00:00,2.17009386461E-07
2024.08.22 02:00:00,2.1886820889E-07
2024.08.22 03:00:00,2.20962888875E-07
2024.08.22 04:00:00,2.2322848281E-07
2024.08.22 05:00:00,2.25568257406E-07
2024.08.22 06:00:00,2.28019786164E-07
2024.08.22 07:00:00,2.30259402656E-07
2024.08.22 08:00:00,2.32169114156E-07
2024.08.22 09:00:00,2.3409818084E-07
2024.08.22 10:00:00,2.36039468859E-07
2024.08.22 11:00:00,2.38686283183E-07
2024.08.22 12:00:00,2.41321629346E-07
2024.08.22 13:00:00,2.43308960535E-07
2024.08.22 14:00:00,2.4483901484E-07
2024.08.22 15:00:00,2.46041736318E-07
2024.08.22 16:00:00,2.4768928597E-07
2024.08.22 17:00:00,2.49434378929E-07
2024.08.22 18:00:00,2.51036766485E-07
2024.08.22 19:00:00,2.53068577649E-07
2024.08.22 20:00:00,2.55408878047E-07
2024.08.22 21:00:00,2.57960095951E-07
2024.08.22 22:00:00,2.60883581404E-07
2024.08.22 23:00:00,2.63676326995E-07
2024.08.23 00:00:00,2.66453326958E-07
2024.08.23 01:00:00,2.69299931688E-07
2024.08.23 02:00:00,2.72419271141E-07
2024.08.23 03:00:00,2.75886151258E-07
2024.08.23 04:00:00,2.79728965324E-07
2024.08.23 05:00:00,2.83466420115E-07
2024.08.23 06:00:00,2.8710852007E-07
2024.08.23 07:00:00,2.90346036991E-07
2024.08.23 08:00:00,2.92685427894E-07
2024.08.23 09:00:00,2.94307170634E-07
2024.08.23 10:00:00,2.95910155046E-07
2024.08.23 11:00:00,2.97798720794E-07
2024.08.23 12:00:00,2.99691549799E-07
2024.08.23 13:00:00,3.01547459003E-07
2024.08.23 14:00:00,3.03339220409E-07
2024.08.23 15:00:00,3.05288295976E-07
2024.08.23 16:00:00,3.07973039071E-07
2024.08.23 17:00:00,3.10685862814E-07
2024.08.23 18:00:00,3.13763962367E-07
2024.08.23 19:00:00,3.17549250894E-07
2024.08.23 20:00:00,3.21626345112E-07
2024.08.23 21:00:00,3.2492332025E-07
2024.08.23 22:00:00,3.28182380827E-07
2024.08.23 23:00:00,3.31912701768E-07
2024.08.24 00:00:00,3.36272165669E-07
2024.08.24 01:00:00,3.41168288287E-07
2024.08.24 02:00:00,3.45828965465E-07
2024.08.24 03:00:00,3.5038536339E-07
2024.08.24 04:00:00,3.54981011697E-07
2024.08.24 05:00:00,3.59669201089E-07
2024.08.24 06:00:00,3.64627140925E-07
2024.08.24 07:00:00,3.69714285853E-07
2024.08.24 08:00:00,3.74645935608E-07
2024.08.24 09:00:00,3.78728657324E-07
2024.08.24 10:00:00,3.82742030069E-07
2024.08.24 11:00:00,3.87122355505E-07
2024.08.24 12:00:00,3.91925624399E-07
2024.08.24 13:00:00,3.97264983576E-07
2024.08.24 14:00:00,4.02801674682E-07
2024.08.24 15:00:00,4.12564247654E-07
2024.08.24 16:00:00,4.21524362082E-07
