Time [yyyy.MM.dd HH:mm:ss],NH4 [gN/m3]
2024.09.18 06:00:00,4.69160198691E-07
2024.09.18 07:00:00,4.70088167503E-07
2024.09.18 08:00:00,4.70982428169E-07
2024.09.18 09:00:00,4.71514766787E-07
2024.09.18 10:00:00,4.71255305001E-07
2024.09.18 11:00:00,4.70466773095E-07
2024.09.18 12:00:00,4.69561342697E-07
2024.09.18 13:00:00,4.68656679686E-07
2024.09.18 14:00:00,4.67721406494E-07
2024.09.18 15:00:00,4.66758564244E-07
2024.09.18 16:00:00,4.65836677677E-07
2024.09.18 17:00:00,4.65081029688E-07
2024.09.18 18:00:00,4.6461485681E-07
2024.09.18 19:00:00,4.64656210397E-07
2024.09.18 20:00:00,4.65222001367E-07
2024.09.18 21:00:00,4.66161822033E-07
2024.09.18 22:00:00,4.67060573328E-07
2024.09.18 23:00:00,4.67671071647E-07
2024.09.19 00:00:00,4.68172146384E-07
2024.09.19 01:00:00,4.68359814931E-07
2024.09.19 02:00:00,4.682395911E-07
2024.09.19 03:00:00,4.67898900069E-07
2024.09.19 04:00:00,4.67495254952E-07
2024.09.19 05:00:00,4.6708271384E-07
2024.09.19 06:00:00,4.66622822159E-07
2024.09.19 07:00:00,4.6611589255E-07
2024.09.19 08:00:00,4.6552000299E-07
2024.09.19 09:00:00,4.64721722437E-07
2024.09.19 10:00:00,4.64118187438E-07
2024.09.19 11:00:00,4.6341725124E-07
2024.09.19 12:00:00,4.62681640556E-07
2024.09.19 13:00:00,4.61954527964E-07
2024.09.19 14:00:00,4.61324901835E-07
2024.09.19 15:00:00,4.60676460534E-07
2024.09.19 16:00:00,4.60143553482E-07
2024.09.19 17:00:00,4.59859961666E-07
2024.09.19 18:00:00,4.59838958022E-07
2024.09.19 19:00:00,4.59661947616E-07
2024.09.19 20:00:00,4.59219762661E-07
2024.09.19 21:00:00,4.58692454686E-07
2024.09.19 22:00:00,4.58174383766E-07
2024.09.19 23:00:00,4.57627379546E-07
2024.09.20 00:00:00,4.57068352944E-07
2024.09.20 01:00:00,4.56492728063E-07
2024.09.20 02:00:00,4.55893371054E-07
2024.09.20 03:00:00,4.55317177739E-07
2024.09.20 04:00:00,4.54819200968E-07
2024.09.20 05:00:00,4.54390175264E-07
2024.09.20 06:00:00,4.53795564681E-07
2024.09.20 07:00:00,4.53538035572E-07
2024.09.20 08:00:00,4.53320211591E-07
2024.09.20 09:00:00,4.53009135981E-07
2024.09.20 10:00:00,4.52556292885E-07
2024.09.20 11:00:00,4.519180834E-07
2024.09.20 12:00:00,4.51125629297E-07
2024.09.20 13:00:00,4.50352303005E-07
2024.09.20 14:00:00,4.49577157724E-07
2024.09.20 15:00:00,4.48810197895E-07
2024.09.20 16:00:00,4.48115031304E-07
2024.09.20 17:00:00,4.47452379149E-07
2024.09.20 18:00:00,4.4689275569E-07
2024.09.20 19:00:00,4.46578809488E-07
2024.09.20 20:00:00,4.46358683348E-07
2024.09.20 21:00:00,4.46185225655E-07
2024.09.20 22:00:00,4.46141967814E-07
2024.09.20 23:00:00,4.45982834663E-07
2024.09.21 00:00:00,4.4476922767E-07
2024.09.21 01:00:00,4.44419669066E-07
2024.09.21 02:00:00,4.44497459284E-07
2024.09.21 03:00:00,4.44466763838E-07
2024.09.21 04:00:00,4.44067410399E-07
2024.09.21 05:00:00,4.43715180154E-07
2024.09.21 06:00:00,4.43478000989E-07
2024.09.21 07:00:00,4.43149076546E-07
2024.09.21 08:00:00,4.42845276893E-07
2024.09.21 09:00:00,4.42985196969E-07
2024.09.21 10:00:00,4.42903484554E-07
2024.09.21 11:00:00,4.43577704345E-07
2024.09.21 12:00:00,4.44422340706E-07
2024.09.21 13:00:00,4.45452400299E-07
2024.09.21 14:00:00,4.45904163371E-07
2024.09.21 15:00:00,4.44960221557E-07
2024.09.21 16:00:00,4.43540642436E-07
2024.09.21 17:00:00,4.42403631951E-07
2024.09.21 18:00:00,4.41355211933E-07
2024.09.21 19:00:00,4.40653963096E-07
2024.09.21 20:00:00,4.40219992015E-07
2024.09.21 21:00:00,4.39793893747E-07
2024.09.21 22:00:00,4.39372769279E-07
2024.09.21 23:00:00,4.38754568677E-07
2024.09.22 00:00:00,4.38222542698E-07
2024.09.22 01:00:00,4.37727209146E-07
2024.09.22 02:00:00,4.37118131913E-07
2024.09.22 03:00:00,4.36447294305E-07
2024.09.22 04:00:00,4.35933543486E-07
2024.09.22 05:00:00,4.35489084794E-07
2024.09.22 06:00:00,4.34952426076E-07
2024.09.22 07:00:00,4.34664713111E-07
2024.09.22 08:00:00,4.344886122E-07
2024.09.22 09:00:00,4.34290342355E-07
2024.09.22 10:00:00,4.33969887581E-07
2024.09.22 11:00:00,4.32180570442E-07
2024.09.22 12:00:00,4.30571901688E-07
2024.09.22 13:00:00,4.30389803796E-07
2024.09.22 14:00:00,4.30156717357E-07
2024.09.22 15:00:00,4.29804515534E-07
2024.09.22 16:00:00,4.29237928756E-07
2024.09.22 17:00:00,4.28631693694E-07
2024.09.22 18:00:00,4.27954006454E-07
2024.09.22 19:00:00,4.27523957569E-07
2024.09.22 20:00:00,4.26639388706E-07
2024.09.22 21:00:00,4.25814619121E-07
2024.09.22 22:00:00,4.2509068976E-07
2024.09.22 23:00:00,4.24342516681E-07
2024.09.23 00:00:00,4.23600255317E-07
2024.09.23 01:00:00,4.22419759616E-07
2024.09.23 02:00:00,4.21974220899E-07
2024.09.23 03:00:00,4.20988357064E-07
2024.09.23 04:00:00,4.20303138071E-07
2024.09.23 05:00:00,4.19682493202E-07
2024.09.23 06:00:00,4.19104651428E-07
2024.09.23 07:00:00,4.18442056116E-07
2024.09.23 08:00:00,4.16929395897E-07
2024.09.23 09:00:00,4.16239089418E-07
2024.09.23 10:00:00,4.16200578002E-07
2024.09.23 11:00:00,4.16100874645E-07
2024.09.23 12:00:00,4.16087942767E-07
2024.09.23 13:00:00,4.15937705611E-07
2024.09.23 14:00:00,4.15710672996E-07
2024.09.23 15:00:00,4.1519896854E-07
2024.09.23 16:00:00,4.14556467376E-07
2024.09.23 17:00:00,4.13671813249E-07
2024.09.23 18:00:00,4.12817257711E-07
2024.09.23 19:00:00,4.11574433201E-07
2024.09.23 20:00:00,4.10689210639E-07
2024.09.23 21:00:00,4.09754704833E-07
2024.09.23 22:00:00,4.0847740479E-07
2024.09.23 23:00:00,4.07875177189E-07
2024.09.24 00:00:00,4.07092869636E-07
2024.09.24 01:00:00,4.06376301498E-07
2024.09.24 02:00:00,4.05619687172E-07
2024.09.24 03:00:00,4.04840250212E-07
2024.09.24 04:00:00,4.04085767514E-07
2024.09.24 05:00:00,4.0330908746E-07
2024.09.24 06:00:00,4.02467861704E-07
2024.09.24 07:00:00,4.0150345626E-07
2024.09.24 08:00:00,4.00442417003E-07
2024.09.24 09:00:00,3.99709620069E-07
2024.09.24 10:00:00,3.99203287316E-07
2024.09.24 11:00:00,3.98659921075E-07
2024.09.24 12:00:00,3.9756250203E-07
2024.09.24 13:00:00,3.97141860731E-07
2024.09.24 14:00:00,3.9670291585E-07
2024.09.24 15:00:00,3.96388401214E-07
2024.09.24 16:00:00,3.96268376335E-07
2024.09.24 17:00:00,3.95594156544E-07
2024.09.24 18:00:00,3.95114795992E-07
2024.09.24 19:00:00,3.94459419795E-07
2024.09.24 20:00:00,3.93956867129E-07
2024.09.24 21:00:00,3.93397272092E-07
2024.09.24 22:00:00,3.92666066773E-07
2024.09.24 23:00:00,3.91676991285E-07
2024.09.25 00:00:00,3.90965169572E-07
2024.09.25 01:00:00,3.90409383044E-07
2024.09.25 02:00:00,3.89765858699E-07
2024.09.25 03:00:00,3.89184918959E-07
2024.09.25 04:00:00,3.88653518257E-07
2024.09.25 05:00:00,3.88067917356E-07
2024.09.25 06:00:00,3.8750667386E-07
2024.09.25 07:00:00,3.86605336189E-07
2024.09.25 08:00:00,3.86111480566E-07
2024.09.25 09:00:00,3.85536793601E-07
2024.09.25 10:00:00,3.85596337082E-07
2024.09.25 11:00:00,3.8561790916E-07
2024.09.25 12:00:00,3.85718720963E-07
2024.09.25 13:00:00,3.8576422412E-07
2024.09.25 14:00:00,3.85715850371E-07
2024.09.25 15:00:00,3.85402557868E-07
2024.09.25 16:00:00,3.84788705787E-07
2024.09.25 17:00:00,3.838402165E-07
2024.09.25 18:00:00,3.82757974648E-07
2024.09.25 19:00:00,3.81882102829E-07
2024.09.25 20:00:00,3.81001683536E-07
2024.09.25 21:00:00,3.80173531767E-07
2024.09.25 22:00:00,3.79393839012E-07
2024.09.25 23:00:00,3.78630090836E-07
2024.09.26 00:00:00,3.77889392666E-07
2024.09.26 01:00:00,3.77170380261E-07
2024.09.26 02:00:00,3.76461770202E-07
2024.09.26 03:00:00,3.75765210947E-07
2024.09.26 04:00:00,3.75078059278E-07
2024.09.26 05:00:00,3.74396620373E-07
2024.09.26 06:00:00,3.73721491087E-07
2024.09.26 07:00:00,3.73056991521E-07
2024.09.26 08:00:00,3.72404969085E-07
2024.09.26 09:00:00,3.71760933149E-07
2024.09.26 10:00:00,3.71144381006E-07
2024.09.26 11:00:00,3.70550964135E-07
2024.09.26 12:00:00,3.69982018356E-07
2024.09.26 13:00:00,3.69447974435E-07
2024.09.26 14:00:00,3.68963839037E-07
2024.09.26 15:00:00,3.68510171711E-07
2024.09.26 16:00:00,3.68040929288E-07
2024.09.26 17:00:00,3.67506828525E-07
2024.09.26 18:00:00,3.66888059489E-07
2024.09.26 19:00:00,3.66204290003E-07
2024.09.26 20:00:00,3.65494599919E-07
2024.09.26 21:00:00,3.64784483509E-07
2024.09.26 22:00:00,3.64065840586E-07
2024.09.26 23:00:00,3.63390313396E-07
2024.09.27 00:00:00,3.62731839232E-07
2024.09.27 01:00:00,3.62106220564E-07
2024.09.27 02:00:00,3.61480289257E-07
2024.09.27 03:00:00,3.60876327932E-07
2024.09.27 04:00:00,3.60294620805E-07
2024.09.27 05:00:00,3.59686538332E-07
2024.09.27 06:00:00,3.59065410294E-07
2024.09.27 07:00:00,3.58445817028E-07
2024.09.27 08:00:00,3.57856407618E-07
2024.09.27 09:00:00,3.57286779717E-07
2024.09.27 10:00:00,3.56645472266E-07
2024.09.27 11:00:00,3.55998508894E-07
2024.09.27 12:00:00,3.55359105697E-07
2024.09.27 13:00:00,3.54904983624E-07
2024.09.27 14:00:00,3.54596522811E-07
2024.09.27 15:00:00,3.54164058081E-07
2024.09.27 16:00:00,3.53604320935E-07
2024.09.27 17:00:00,3.53229722805E-07
