Time [yyyy.MM.dd HH:mm:ss],NH4 [gN/m3]
2024.09.19 03:00:00,1.33738922159E-06
2024.09.19 04:00:00,1.33597882268E-06
2024.09.19 05:00:00,1.33444927997E-06
2024.09.19 06:00:00,1.33277217174E-06
2024.09.19 07:00:00,1.33068749619E-06
2024.09.19 08:00:00,1.32794241381E-06
2024.09.19 09:00:00,1.32165428113E-06
2024.09.19 10:00:00,1.31320575747E-06
2024.09.19 11:00:00,1.30401031129E-06
2024.09.19 12:00:00,1.29635270696E-06
2024.09.19 13:00:00,1.2922064343E-06
2024.09.19 14:00:00,1.2904893083E-06
2024.09.19 15:00:00,1.29050613396E-06
2024.09.19 16:00:00,1.29153397666E-06
2024.09.19 17:00:00,1.29104068947E-06
2024.09.19 18:00:00,1.28872102323E-06
2024.09.19 19:00:00,1.28521867282E-06
2024.09.19 20:00:00,1.28065357785E-06
2024.09.19 21:00:00,1.27520513615E-06
2024.09.19 22:00:00,1.26926647681E-06
2024.09.19 23:00:00,1.26436907522E-06
2024.09.20 00:00:00,1.26239967813E-06
2024.09.20 01:00:00,1.2631790014E-06
2024.09.20 02:00:00,1.26340762563E-06
2024.09.20 03:00:00,1.26248119159E-06
2024.09.20 04:00:00,1.26082500174E-06
2024.09.20 05:00:00,1.25868302803E-06
2024.09.20 06:00:00,1.25608198687E-06
2024.09.20 07:00:00,1.2538152987E-06
2024.09.20 08:00:00,1.25193605527E-06
2024.09.20 09:00:00,1.25015276353E-06
2024.09.20 10:00:00,1.24817518099E-06
2024.09.20 11:00:00,1.24593566397E-06
2024.09.20 12:00:00,1.24339624108E-06
2024.09.20 13:00:00,1.24079099351E-06
2024.09.20 14:00:00,1.23809797969E-06
2024.09.20 15:00:00,1.23550967146E-06
2024.09.20 16:00:00,1.23308711864E-06
2024.09.20 17:00:00,1.23074801195E-06
2024.09.20 18:00:00,1.22865435515E-06
2024.09.20 19:00:00,1.22791323065E-06
2024.09.20 20:00:00,1.22807284697E-06
2024.09.20 21:00:00,1.22643336908E-06
2024.09.20 22:00:00,1.22329993246E-06
2024.09.20 23:00:00,1.2214347862E-06
2024.09.21 00:00:00,1.21829202726E-06
2024.09.21 01:00:00,1.21582149859E-06
2024.09.21 02:00:00,1.21392201891E-06
2024.09.21 03:00:00,1.21219329685E-06
2024.09.21 04:00:00,1.21049436075E-06
2024.09.21 05:00:00,1.20878360121E-06
2024.09.21 06:00:00,1.20695392525E-06
2024.09.21 07:00:00,1.20472373055E-06
2024.09.21 08:00:00,1.2022677538E-06
2024.09.21 09:00:00,1.20014476579E-06
2024.09.21 10:00:00,1.19822470879E-06
2024.09.21 11:00:00,1.19666196952E-06
2024.09.21 12:00:00,1.19597245885E-06
2024.09.21 13:00:00,1.19528147025E-06
2024.09.21 14:00:00,1.19422486478E-06
2024.09.21 15:00:00,1.1917586562E-06
2024.09.21 16:00:00,1.18838056551E-06
2024.09.21 17:00:00,1.18412469874E-06
2024.09.21 18:00:00,1.17946194678E-06
2024.09.21 19:00:00,1.17516663067E-06
2024.09.21 20:00:00,1.17137005873E-06
2024.09.21 21:00:00,1.16856551813E-06
2024.09.21 22:00:00,1.16571516173E-06
2024.09.21 23:00:00,1.1629929304E-06
2024.09.22 00:00:00,1.16002502182E-06
2024.09.22 01:00:00,1.15703994652E-06
2024.09.22 02:00:00,1.15403531709E-06
2024.09.22 03:00:00,1.15086663754E-06
2024.09.22 04:00:00,1.14777583349E-06
2024.09.22 05:00:00,1.14485033009E-06
2024.09.22 06:00:00,1.14174576993E-06
2024.09.22 07:00:00,1.1385303651E-06
2024.09.22 08:00:00,1.13617886655E-06
2024.09.22 09:00:00,1.13456007966E-06
2024.09.22 10:00:00,1.13247244826E-06
2024.09.22 11:00:00,1.12886573334E-06
2024.09.22 12:00:00,1.12501322747E-06
2024.09.22 13:00:00,1.12205668756E-06
2024.09.22 14:00:00,1.11916097012E-06
2024.09.22 15:00:00,1.11597296382E-06
2024.09.22 16:00:00,1.11244230538E-06
2024.09.22 17:00:00,1.10885503091E-06
2024.09.22 18:00:00,1.10532164399E-06
2024.09.22 19:00:00,1.10227017558E-06
2024.09.22 20:00:00,1.09929351311E-06
2024.09.22 21:00:00,1.09579866603E-06
2024.09.22 22:00:00,1.09253642222E-06
2024.09.22 23:00:00,1.08917436137E-06
2024.09.23 00:00:00,1.08565973278E-06
2024.09.23 01:00:00,1.0818582723E-06
2024.09.23 02:00:00,1.07878838662E-06
2024.09.23 03:00:00,1.07555399609E-06
2024.09.23 04:00:00,1.07266964733E-06
2024.09.23 05:00:00,1.0699577615E-06
2024.09.23 06:00:00,1.06738661998E-06
2024.09.23 07:00:00,1.06489085283E-06
2024.09.23 08:00:00,1.06192806015E-06
2024.09.23 09:00:00,1.05953961338E-06
2024.09.23 10:00:00,1.05740809886E-06
2024.09.23 11:00:00,1.05482752133E-06
2024.09.23 12:00:00,1.05221340618E-06
2024.09.23 13:00:00,1.0499960581E-06
2024.09.23 14:00:00,1.04857338101E-06
2024.09.23 15:00:00,1.04769708287E-06
2024.09.23 16:00:00,1.04749699403E-06
2024.09.23 17:00:00,1.04680657387E-06
2024.09.23 18:00:00,1.04483069663E-06
2024.09.23 19:00:00,1.04180458038E-06
2024.09.23 20:00:00,1.03837362531E-06
2024.09.23 21:00:00,1.03354739167E-06
2024.09.23 22:00:00,1.02817352854E-06
2024.09.23 23:00:00,1.02414389858E-06
2024.09.24 00:00:00,1.02094827525E-06
2024.09.24 01:00:00,1.01860621271E-06
2024.09.24 02:00:00,1.01667797026E-06
2024.09.24 03:00:00,1.0149103673E-06
2024.09.24 04:00:00,1.01313344203E-06
2024.09.24 05:00:00,1.01128853203E-06
2024.09.24 06:00:00,1.00936028957E-06
2024.09.24 07:00:00,1.00738282072E-06
2024.09.24 08:00:00,1.00537761227E-06
2024.09.24 09:00:00,1.00358670352E-06
2024.09.24 10:00:00,1.00203487818E-06
2024.09.24 11:00:00,1.00036152162E-06
2024.09.24 12:00:00,9.98079713099E-07
2024.09.24 13:00:00,9.96021753963E-07
2024.09.24 14:00:00,9.93959929474E-07
2024.09.24 15:00:00,9.91900265035E-07
2024.09.24 16:00:00,9.89992031464E-07
