Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.28 20:00:00,1.26465392896E-05
2024.09.28 21:00:00,1.26565255414E-05
2024.09.28 22:00:00,1.26733202706E-05
2024.09.28 23:00:00,1.2691349184E-05
2024.09.29 00:00:00,1.27011890072E-05
2024.09.29 01:00:00,1.27043658722E-05
2024.09.29 02:00:00,1.27037810671E-05
2024.09.29 03:00:00,1.2715990124E-05
2024.09.29 04:00:00,1.27414314193E-05
2024.09.29 05:00:00,1.27690464069E-05
2024.09.29 06:00:00,1.27953308038E-05
2024.09.29 07:00:00,1.28137389765E-05
2024.09.29 08:00:00,1.28311057779E-05
2024.09.29 09:00:00,1.2849363884E-05
2024.09.29 10:00:00,1.28621677504E-05
2024.09.29 11:00:00,1.28618603412E-05
2024.09.29 12:00:00,1.28391830003E-05
2024.09.29 13:00:00,1.28065785248E-05
2024.09.29 14:00:00,1.27713010443E-05
2024.09.29 15:00:00,1.27370885821E-05
2024.09.29 16:00:00,1.27085668282E-05
2024.09.29 17:00:00,1.26847853608E-05
2024.09.29 18:00:00,1.26629774968E-05
2024.09.29 19:00:00,1.26398044813E-05
2024.09.29 20:00:00,1.26185086629E-05
2024.09.29 21:00:00,1.26048989841E-05
2024.09.29 22:00:00,1.26028780869E-05
2024.09.29 23:00:00,1.26186014313E-05
2024.09.30 00:00:00,1.26552540678E-05
2024.09.30 01:00:00,1.27027806229E-05
2024.09.30 02:00:00,1.27547682496E-05
2024.09.30 03:00:00,1.28015080918E-05
2024.09.30 04:00:00,1.28367018988E-05
2024.09.30 05:00:00,1.28610035972E-05
2024.09.30 06:00:00,1.28869396576E-05
2024.09.30 07:00:00,1.2915192201E-05
2024.09.30 08:00:00,1.29537056637E-05
2024.09.30 09:00:00,1.29936843223E-05
2024.09.30 10:00:00,1.30195649035E-05
2024.09.30 11:00:00,1.3008670976E-05
2024.09.30 12:00:00,1.29961426865E-05
2024.09.30 13:00:00,1.29815907712E-05
2024.09.30 14:00:00,1.29663430926E-05
2024.09.30 15:00:00,1.29520512928E-05
2024.09.30 16:00:00,1.2940776287E-05
2024.09.30 17:00:00,1.29352647491E-05
2024.09.30 18:00:00,1.29300597109E-05
2024.09.30 19:00:00,1.2919841538E-05
2024.09.30 20:00:00,1.29067657326E-05
2024.09.30 21:00:00,1.28907486214E-05
2024.09.30 22:00:00,1.2871342733E-05
2024.09.30 23:00:00,1.28557840071E-05
2024.10.01 00:00:00,1.28582159959E-05
2024.10.01 01:00:00,1.28900246636E-05
2024.10.01 02:00:00,1.29223717522E-05
2024.10.01 03:00:00,1.29617783386E-05
2024.10.01 04:00:00,1.30152329803E-05
2024.10.01 05:00:00,1.30739626911E-05
2024.10.01 06:00:00,1.31396627694E-05
2024.10.01 07:00:00,1.32047734951E-05
2024.10.01 08:00:00,1.32504746944E-05
2024.10.01 09:00:00,1.32650593514E-05
2024.10.01 10:00:00,1.32581508296E-05
2024.10.01 11:00:00,1.32456298161E-05
2024.10.01 12:00:00,1.32308632601E-05
2024.10.01 13:00:00,1.32128252517E-05
2024.10.01 14:00:00,1.31919732667E-05
2024.10.01 15:00:00,1.31776969283E-05
2024.10.01 16:00:00,1.31731312649E-05
2024.10.01 17:00:00,1.31734232127E-05
2024.10.01 18:00:00,1.31692531795E-05
2024.10.01 19:00:00,1.31605193019E-05
2024.10.01 20:00:00,1.31446122396E-05
2024.10.01 21:00:00,1.31360802698E-05
2024.10.01 22:00:00,1.31444085127E-05
2024.10.01 23:00:00,1.31588940349E-05
2024.10.02 00:00:00,1.31766364575E-05
2024.10.02 01:00:00,1.32079467221E-05
2024.10.02 02:00:00,1.32586319523E-05
2024.10.02 03:00:00,1.33113253469E-05
2024.10.02 04:00:00,1.33479543365E-05
2024.10.02 05:00:00,1.33736484713E-05
2024.10.02 06:00:00,1.33933626785E-05
2024.10.02 07:00:00,1.340820927E-05
2024.10.02 08:00:00,1.34183956106E-05
2024.10.02 09:00:00,1.34240845E-05
2024.10.02 10:00:00,1.34324654937E-05
2024.10.02 11:00:00,1.34579686346E-05
2024.10.02 12:00:00,1.35061118272E-05
2024.10.02 13:00:00,1.35603459057E-05
2024.10.02 14:00:00,1.36223725349E-05
2024.10.02 15:00:00,1.36823909997E-05
2024.10.02 16:00:00,1.37157121571E-05
2024.10.02 17:00:00,1.37197494041E-05
2024.10.02 18:00:00,1.37080169225E-05
2024.10.02 19:00:00,1.36811249831E-05
2024.10.02 20:00:00,1.36457601911E-05
2024.10.02 21:00:00,1.36147627927E-05
2024.10.02 22:00:00,1.35967411552E-05
2024.10.02 23:00:00,1.35908412631E-05
2024.10.03 00:00:00,1.35953814606E-05
2024.10.03 01:00:00,1.35995487653E-05
2024.10.03 02:00:00,1.35924783535E-05
2024.10.03 03:00:00,1.35659465741E-05
2024.10.03 04:00:00,1.3531543118E-05
2024.10.03 05:00:00,1.35055679493E-05
2024.10.03 06:00:00,1.34870842885E-05
2024.10.03 07:00:00,1.34742467708E-05
2024.10.03 08:00:00,1.34632991831E-05
2024.10.03 09:00:00,1.3450608094E-05
2024.10.03 10:00:00,1.34378487928E-05
2024.10.03 11:00:00,1.34213196361E-05
2024.10.03 12:00:00,1.33965140776E-05
2024.10.03 13:00:00,1.33732855829E-05
2024.10.03 14:00:00,1.33639605338E-05
2024.10.03 15:00:00,1.33688890855E-05
2024.10.03 16:00:00,1.33796775117E-05
2024.10.03 17:00:00,1.33982593979E-05
2024.10.03 18:00:00,1.34243946377E-05
2024.10.03 19:00:00,1.34560759761E-05
2024.10.03 20:00:00,1.34891815833E-05
2024.10.03 21:00:00,1.35120790219E-05
2024.10.03 22:00:00,1.34988122227E-05
2024.10.03 23:00:00,1.34840065584E-05
2024.10.04 00:00:00,1.3476877939E-05
2024.10.04 01:00:00,1.34750380312E-05
2024.10.04 02:00:00,1.34790434458E-05
2024.10.04 03:00:00,1.34872607305E-05
2024.10.04 04:00:00,1.3496862266E-05
2024.10.04 05:00:00,1.35056288855E-05
2024.10.04 06:00:00,1.35121717904E-05
2024.10.04 07:00:00,1.35169520945E-05
2024.10.04 08:00:00,1.35192231028E-05
2024.10.04 09:00:00,1.3520550965E-05
2024.10.04 10:00:00,1.35248556035E-05
2024.10.04 11:00:00,1.35326827149E-05
2024.10.04 12:00:00,1.35578320624E-05
2024.10.04 13:00:00,1.35919108288E-05
2024.10.04 14:00:00,1.36429534905E-05
2024.10.04 15:00:00,1.36839516927E-05
2024.10.04 16:00:00,1.37073084261E-05
2024.10.04 17:00:00,1.37173774419E-05
2024.10.04 18:00:00,1.36991202453E-05
2024.10.04 19:00:00,1.365882963E-05
2024.10.04 20:00:00,1.36239823405E-05
2024.10.04 21:00:00,1.36028584166E-05
2024.10.04 22:00:00,1.35916652653E-05
2024.10.04 23:00:00,1.35847931233E-05
2024.10.05 00:00:00,1.3580128325E-05
2024.10.05 01:00:00,1.35763930302E-05
2024.10.05 02:00:00,1.3572222997E-05
2024.10.05 03:00:00,1.35676391437E-05
2024.10.05 04:00:00,1.35625041366E-05
2024.10.05 05:00:00,1.35571563078E-05
2024.10.05 06:00:00,1.35519176183E-05
2024.10.05 07:00:00,1.35467525979E-05
2024.10.05 08:00:00,1.35418622449E-05
2024.10.05 09:00:00,1.35374921229E-05
2024.10.05 10:00:00,1.35333584694E-05
2024.10.05 11:00:00,1.35307391247E-05
2024.10.05 12:00:00,1.35344926093E-05
2024.10.05 13:00:00,1.35480840981E-05
2024.10.05 14:00:00,1.35701466206E-05
2024.10.05 15:00:00,1.35939935717E-05
2024.10.05 16:00:00,1.36204871524E-05
2024.10.05 17:00:00,1.36532062243E-05
2024.10.05 18:00:00,1.36861990541E-05
2024.10.05 19:00:00,1.37019633257E-05
2024.10.05 20:00:00,1.36906210173E-05
2024.10.05 21:00:00,1.36498019856E-05
2024.10.05 22:00:00,1.36003527587E-05
2024.10.05 23:00:00,1.35615291583E-05
2024.10.06 00:00:00,1.35357367981E-05
2024.10.06 01:00:00,1.35202926685E-05
2024.10.06 02:00:00,1.35105037771E-05
2024.10.06 03:00:00,1.35038808367E-05
2024.10.06 04:00:00,1.34991632876E-05
2024.10.06 05:00:00,1.3495753592E-05
2024.10.06 06:00:00,1.34929632623E-05
2024.10.06 07:00:00,1.34905385494E-05
2024.10.06 08:00:00,1.34887523018E-05
2024.10.06 09:00:00,1.34874826472E-05
2024.10.06 10:00:00,1.34862875711E-05
2024.10.06 11:00:00,1.34834426717E-05
2024.10.06 12:00:00,1.34792780955E-05
2024.10.06 13:00:00,1.34750489451E-05
2024.10.06 14:00:00,1.34718275149E-05
2024.10.06 15:00:00,1.34685296871E-05
2024.10.06 16:00:00,1.34717447509E-05
2024.10.06 17:00:00,1.34726351462E-05
2024.10.06 18:00:00,1.34796746352E-05
2024.10.06 19:00:00,1.3490695892E-05
2024.10.06 20:00:00,1.35049258461E-05
2024.10.06 21:00:00,1.35002546813E-05
2024.10.06 22:00:00,1.34931387947E-05
2024.10.06 23:00:00,1.34878473546E-05
2024.10.07 00:00:00,1.34838819577E-05
2024.10.07 01:00:00,1.34808860821E-05
2024.10.07 02:00:00,1.34781348606E-05
2024.10.07 03:00:00,1.34755728141E-05
2024.10.07 04:00:00,1.3472928913E-05
2024.10.07 05:00:00,1.34706406243E-05
2024.10.07 06:00:00,1.34687352329E-05
2024.10.07 07:00:00,1.34673173307E-05
2024.10.07 08:00:00,1.34665433507E-05
2024.10.07 09:00:00,1.34655956572E-05
2024.10.07 10:00:00,1.34627398438E-05
2024.10.07 11:00:00,1.34563033498E-05
2024.10.07 12:00:00,1.34476786116E-05
2024.10.07 13:00:00,1.34386900754E-05
2024.10.07 14:00:00,1.34291231007E-05
2024.10.07 15:00:00,1.34200072353E-05
2024.10.07 16:00:00,1.3411981854E-05
2024.10.07 17:00:00,1.34068986881E-05
2024.10.07 18:00:00,1.34107840495E-05
2024.10.07 19:00:00,1.34301399157E-05
2024.10.07 20:00:00,1.34404572236E-05
2024.10.07 21:00:00,1.34428146339E-05
2024.10.07 22:00:00,1.34412766783E-05
2024.10.07 23:00:00,1.34391621032E-05
2024.10.08 00:00:00,1.34362844619E-05
2024.10.08 01:00:00,1.3433705135E-05
2024.10.08 02:00:00,1.34332431116E-05
2024.10.08 03:00:00,1.34333495225E-05
2024.10.08 04:00:00,1.34331066874E-05
2024.10.08 05:00:00,1.34332785819E-05
2024.10.08 06:00:00,1.34331530717E-05
2024.10.08 07:00:00,1.34328092827E-05
2024.10.08 08:00:00,1.34322035592E-05
